subject_id,extraversion,extraversion_1,extraversion_2,extraversion_3,extraversion_4,extraversion_5,agreeableness,agreeableness_1,agreeableness_2,agreeableness_3,agreeableness_4,agreeableness_5,conscientiousness,conscientiousness_1,conscientiousness_2,conscientiousness_3,conscientiousness_4,conscientiousness_5
186,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0
187,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0
188,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0
189,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0
190,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0
191,2.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
192,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0
193,3.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0
194,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0
195,3.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0
196,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0
197,2.0,4.0,1.0,4.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,1.0
198,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0
199,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0
200,2.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0
201,3.0,1.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
202,4.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0
203,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,4.0,5.0,4.0,2.0,4.0,4.0
204,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0
205,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0
206,2.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0
207,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0
208,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0
209,4.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
210,5.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,5.0
211,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
212,4.0,5.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,3.0
213,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0
214,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,4.0
215,3.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0
216,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0
217,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0
218,3.0,3.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0
219,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0
220,3.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
221,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0
222,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0
223,4.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0
224,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0
225,2.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,1.0
226,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0
227,3.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,3.0
228,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0
229,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0
230,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0
231,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,5.0
232,3.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0
233,3.0,3.0,1.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0
234,2.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
235,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0
236,4.0,2.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0
237,1.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0
238,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0
239,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0
240,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0
241,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0
242,3.0,3.0,3.0,5.0,4.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0
243,4.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
244,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,1.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0
245,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0
246,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0
247,2.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0
248,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0
249,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
250,3.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
251,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0
252,4.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
253,5.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0
254,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0
255,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0
256,2.0,2.0,2.0,1.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0
257,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0
258,2.0,2.0,2.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
259,4.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0
260,4.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
261,2.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0
262,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,5.0
263,1.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
264,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0
265,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
266,2.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0
267,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0
268,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0
269,2.0,3.0,1.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0
270,3.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0
271,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,2.0,3.0
272,1.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0
273,4.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0
274,3.0,2.0,3.0,5.0,2.0,1.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
275,2.0,3.0,2.0,4.0,2.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0
276,4.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0
277,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
278,2.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0
279,3.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0
280,3.0,3.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0
281,3.0,1.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0
282,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0
283,5.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
284,2.0,3.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,2.0
285,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0
286,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0
287,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
288,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0
289,3.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0
290,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,4.0,1.0,3.0,4.0
291,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0
292,2.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0
293,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0
294,4.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0
295,3.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,5.0,2.0,5.0,5.0,2.0
296,2.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0
297,4.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0
298,3.0,1.0,2.0,5.0,3.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0
299,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
300,4.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0
301,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0
302,2.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,5.0,4.0
303,4.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0
304,4.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
305,3.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0
306,3.0,3.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0
307,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
308,2.0,2.0,4.0,2.0,1.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0
309,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0
310,3.0,4.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0
311,3.0,3.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0
312,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,3.0,5.0,5.0,3.0
313,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,4.0
314,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0
315,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0
316,3.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0
317,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
318,3.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0
319,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0
320,3.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0
321,3.0,5.0,3.0,5.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0
322,4.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0
323,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0
324,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0
325,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0
326,2.0,3.0,1.0,2.0,4.0,1.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0
327,4.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0
328,4.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0
329,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,2.0,3.0,4.0,1.0
330,4.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
331,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0
332,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0
333,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0
334,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0
335,4.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0
336,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0
337,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0
338,3.0,3.0,4.0,1.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
339,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0
340,2.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0
341,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0
342,3.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0
343,3.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,4.0,3.0,5.0,4.0,5.0,4.0
344,2.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,5.0,5.0
345,2.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0
346,3.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0
347,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
348,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,4.0,3.0,2.0
349,2.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0
350,3.0,5.0,3.0,1.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0
351,3.0,5.0,5.0,3.0,5.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0
352,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,1.0,2.0,5.0,3.0
353,4.0,5.0,5.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0
354,3.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0
355,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0
356,2.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0
357,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
358,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
359,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0
360,2.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0
361,4.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0
362,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0
363,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
364,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0
365,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
366,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
367,3.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0
368,3.0,3.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0
369,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0
370,2.0,2.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0
371,3.0,2.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,5.0,4.0,4.0,2.0
372,4.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
